age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
58,technician,single,unknown,no,yes,no,telephone,mar,thu,358,10,999,0,nonexistent,1.1,92.235,-35.9,1.989,5228,no
59,admin.,single,basic.4y,no,unknown,no,cellular,feb,thu,171,28,999,5,nonexistent,-1.8,94.791,-28.8,3.658,5228,no
67,management,married,unknown,no,no,no,telephone,jun,thu,10,29,999,2,failure,-1.8,92.625,-46.4,3.947,4963,no
57,student,married,unknown,no,no,yes,cellular,oct,fri,48,11,9,6,nonexistent,-0.1,94.523,-46.6,3.385,4963,no
56,management,single,unknown,no,yes,no,cellular,jun,mon,424,9,999,4,nonexistent,1.1,92.271,-29.7,2.234,5191,no
40,admin.,married,university.degree,no,yes,no,telephone,oct,fri,105,4,999,2,nonexistent,-0.1,94.966,-36.4,1.755,5228,no
69,services,divorced,high.school,unknown,unknown,no,cellular,apr,mon,371,17,999,0,success,1.1,94.423,-27.5,3.271,5228,no
64,unemployed,single,high.school,no,no,yes,cellular,aug,mon,272,19,10,0,nonexistent,1.1,92.189,-46.5,3.508,5191,no
80,unemployed,married,unknown,no,no,no,cellular,jun,fri,89,10,999,5,nonexistent,1.4,92.642,-49.4,1.756,4963,no
86,unemployed,married,high.school,no,no,no,telephone,dec,fri,33,13,18,1,nonexistent,-0.1,93.646,-28.0,2.1,4963,no
60,unknown,married,university.degree,unknown,no,no,cellular,aug,fri,411,2,7,4,nonexistent,-1.8,93.571,-33.2,4.397,5191,no
65,services,married,high.school,no,yes,no,telephone,jun,mon,257,9,999,6,nonexistent,-0.1,93.888,-30.6,4.172,5099,no
51,unknown,married,basic.4y,no,yes,no,telephone,sep,fri,89,7,999,6,nonexistent,1.4,93.391,-42.9,1.433,5176,yes
57,technician,single,university.degree,no,yes,no,telephone,mar,tue,185,26,999,5,nonexistent,1.1,94.202,-49.9,4.709,5176,no
78,unemployed,married,high.school,no,unknown,yes,telephone,mar,wed,236,10,13,0,failure,-0.1,93.045,-38.4,3.375,5191,no
67,management,married,high.school,no,no,no,telephone,feb,wed,0,12,999,0,nonexistent,-0.1,92.529,-26.2,2.801,5099,no
84,services,married,university.degree,no,yes,no,telephone,oct,tue,277,22,999,5,nonexistent,1.4,92.101,-28.2,1.508,5191,no
79,services,married,high.school,no,no,no,cellular,jun,wed,266,20,999,0,nonexistent,1.1,92.974,-48.3,3.821,5228,no
75,unemployed,married,high.school,unknown,yes,no,telephone,jul,mon,21,11,999,1,nonexistent,1.1,93.281,-45.5,4.654,5099,no
50,management,married,unknown,no,unknown,no,cellular,jul,fri,387,4,999,4,nonexistent,-1.8,93.977,-42.5,0.914,5228,no
33,retired,married,basic.4y,no,yes,no,cellular,may,fri,435,12,11,2,nonexistent,1.1,94.419,-30.1,2.906,5191,no
65,services,single,university.degree,no,unknown,no,telephone,jun,fri,85,12,999,1,nonexistent,1.1,92.72,-30.2,4.463,4963,no
27,unemployed,married,unknown,no,no,no,cellular,jul,tue,44,23,999,4,nonexistent,1.1,93.48,-45.6,4.793,5228,no
55,student,single,high.school,unknown,yes,yes,telephone,nov,tue,289,8,999,0,success,1.1,92.701,-37.2,0.945,4963,yes
36,admin.,married,university.degree,no,yes,no,telephone,feb,mon,32,20,999,1,nonexistent,1.1,94.853,-38.0,4.087,4963,no
53,unknown,married,university.degree,no,yes,no,cellular,oct,tue,488,14,999,3,nonexistent,-1.8,93.943,-40.1,1.86,5191,no
76,technician,married,basic.4y,unknown,no,no,cellular,dec,fri,163,7,999,3,nonexistent,1.1,94.034,-37.1,2.996,5191,no
80,services,single,basic.4y,no,unknown,unknown,cellular,jul,mon,601,3,999,0,nonexistent,-0.1,93.594,-43.0,4.055,5176,yes
63,student,married,university.degree,no,unknown,yes,telephone,jan,mon,256,28,999,4,nonexistent,-0.1,92.845,-37.2,3.012,5228,no
20,student,married,basic.4y,no,yes,no,telephone,jun,fri,83,28,999,4,nonexistent,1.1,92.601,-33.5,1.111,4963,no
82,services,married,basic.4y,unknown,no,no,cellular,aug,thu,157,25,999,1,nonexistent,-0.1,93.97,-48.5,3.211,5228,no
25,retired,married,high.school,unknown,unknown,no,telephone,jan,fri,188,28,999,3,nonexistent,-1.8,94.765,-26.8,1.145,5228,no
68,admin.,married,basic.4y,no,unknown,no,cellular,jan,mon,422,19,999,6,nonexistent,-0.1,92.639,-46.0,2.148,5191,no
23,technician,single,basic.4y,no,unknown,no,cellular,jun,thu,494,14,8,4,nonexistent,-1.8,93.715,-41.4,3.069,5228,no
56,services,married,unknown,unknown,unknown,no,cellular,may,fri,287,19,999,1,nonexistent,-1.8,93.588,-38.7,4.962,5176,no
77,unknown,single,high.school,no,unknown,no,cellular,mar,fri,87,10,999,1,nonexistent,1.4,93.925,-49.0,3.807,5099,no
45,technician,married,high.school,unknown,yes,no,cellular,oct,thu,187,12,999,3,nonexistent,-0.1,93.763,-36.8,1.955,4963,no
71,management,single,university.degree,no,yes,yes,cellular,oct,thu,34,29,999,0,nonexistent,-0.1,92.818,-29.1,4.461,5099,no
54,student,single,basic.4y,no,yes,no,telephone,jul,wed,65,18,11,1,nonexistent,1.1,94.074,-28.4,1.618,5099,no
26,student,married,unknown,no,unknown,yes,cellular,jul,thu,90,19,999,0,nonexistent,1.1,92.818,-42.2,2.308,4963,no
73,services,single,unknown,no,unknown,no,cellular,jul,tue,18,24,2,3,nonexistent,1.4,93.959,-36.6,3.457,5099,no
76,services,single,high.school,no,unknown,no,cellular,jun,thu,540,18,999,1,nonexistent,1.1,92.9,-31.4,2.424,5228,no
19,unknown,married,basic.4y,unknown,yes,no,cellular,apr,mon,32,13,999,2,nonexistent,-0.1,92.247,-43.9,3.818,5191,no
78,management,married,unknown,no,unknown,no,cellular,sep,thu,298,17,15,3,nonexistent,-1.8,92.382,-37.3,3.473,5176,yes
75,retired,single,university.degree,unknown,yes,yes,cellular,dec,fri,176,21,999,3,nonexistent,1.4,94.502,-41.2,3.546,5176,no
77,services,married,basic.4y,no,unknown,no,cellular,sep,tue,445,24,999,2,success,-1.8,92.364,-40.9,2.467,5228,no
57,student,married,basic.4y,no,yes,no,cellular,jul,thu,337,6,11,3,nonexistent,1.1,92.992,-47.7,0.871,5191,no
53,technician,single,basic.4y,unknown,no,no,telephone,jul,tue,356,16,999,2,nonexistent,-1.8,92.863,-40.2,4.444,5191,no
54,admin.,married,unknown,no,unknown,yes,cellular,aug,wed,135,18,999,2,nonexistent,1.4,92.174,-46.1,0.953,5099,no
35,unemployed,single,high.school,no,unknown,no,telephone,nov,tue,448,28,25,3,nonexistent,-0.1,93.799,-42.8,2.658,5176,no
80,technician,single,high.school,no,yes,no,cellular,may,fri,24,9,999,2,nonexistent,-0.1,94.396,-42.1,1.949,5176,no
39,retired,divorced,university.degree,no,unknown,yes,telephone,nov,wed,146,13,999,2,nonexistent,1.4,94.977,-39.7,1.925,5176,no
28,admin.,married,unknown,no,yes,no,cellular,sep,thu,1305,4,999,3,nonexistent,-1.8,94.808,-28.0,1.62,4963,no
75,technician,married,basic.4y,unknown,yes,no,telephone,jun,tue,739,13,999,2,failure,1.4,92.148,-34.9,1.817,5176,no
74,technician,married,university.degree,unknown,no,no,cellular,jul,wed,21,3,999,0,nonexistent,-0.1,92.773,-26.6,4.805,4963,no
21,management,married,university.degree,no,no,no,cellular,dec,thu,212,4,14,3,nonexistent,-1.8,93.236,-35.8,4.878,5228,no
24,unemployed,married,high.school,no,unknown,no,telephone,jul,thu,94,19,21,3,nonexistent,1.1,94.625,-30.7,3.125,4963,yes
78,unknown,married,basic.4y,no,unknown,yes,telephone,sep,tue,325,24,999,0,nonexistent,-0.1,93.08,-30.0,2.923,4963,no
71,retired,married,basic.4y,no,yes,no,telephone,jul,tue,332,1,1,4,nonexistent,1.4,93.711,-32.3,0.841,5191,no
85,student,married,unknown,no,yes,yes,cellular,mar,wed,0,1,999,5,nonexistent,-0.1,93.979,-33.9,4.142,5099,yes
18,management,single,unknown,unknown,yes,yes,telephone,jun,tue,467,9,999,1,nonexistent,1.1,92.894,-40.0,1.375,5191,no
72,admin.,single,unknown,no,yes,no,cellular,jun,thu,63,23,23,2,nonexistent,-1.8,93.746,-36.4,1.253,5176,no
20,unemployed,single,university.degree,no,unknown,no,cellular,nov,fri,844,25,999,6,nonexistent,1.4,92.153,-45.4,2.483,5191,yes
55,student,divorced,basic.4y,unknown,no,no,telephone,dec,wed,589,3,999,5,success,-0.1,93.441,-35.2,2.149,5099,no
18,management,married,high.school,no,unknown,no,cellular,jul,fri,52,3,999,2,nonexistent,-0.1,93.136,-37.7,1.052,4963,no
55,unemployed,divorced,university.degree,unknown,unknown,no,telephone,jun,fri,252,18,999,5,nonexistent,1.4,93.067,-30.7,1.276,4963,no
46,unknown,single,university.degree,no,unknown,no,cellular,apr,thu,87,2,999,6,nonexistent,-1.8,92.705,-28.3,4.967,5228,no
22,retired,married,high.school,no,no,no,telephone,jun,fri,27,11,12,6,failure,1.1,94.453,-46.8,3.841,5228,no
38,services,married,high.school,unknown,unknown,unknown,cellular,mar,mon,517,9,999,6,success,1.4,94.646,-33.4,3.246,5099,no
84,unknown,married,unknown,no,no,no,cellular,jan,wed,49,2,999,1,nonexistent,-0.1,94.664,-27.2,1.957,5099,no
64,services,married,high.school,unknown,yes,no,cellular,jan,thu,136,20,999,2,failure,1.1,93.188,-28.0,2.502,5191,no
52,admin.,married,high.school,unknown,unknown,yes,telephone,may,tue,644,27,999,5,nonexistent,-1.8,92.777,-30.0,3.374,5099,no
85,services,married,high.school,no,yes,yes,telephone,nov,thu,19,4,25,2,nonexistent,1.4,92.295,-48.8,4.057,5191,no
86,management,single,high.school,no,yes,yes,cellular,aug,tue,199,9,999,0,nonexistent,-1.8,94.017,-43.9,4.766,5228,no
18,admin.,married,unknown,no,yes,no,telephone,mar,thu,212,14,999,0,failure,1.1,92.991,-46.4,1.166,5191,yes
85,student,married,university.degree,unknown,unknown,no,cellular,feb,mon,359,19,26,5,nonexistent,-1.8,92.83,-27.8,1.467,5191,no
29,unknown,single,basic.4y,no,yes,yes,telephone,aug,wed,438,16,3,0,nonexistent,1.1,93.114,-32.0,3.11,5228,no
77,unknown,married,basic.4y,no,unknown,no,telephone,sep,fri,137,26,999,0,nonexistent,-0.1,93.664,-37.2,4.731,5176,no
44,retired,divorced,university.degree,no,yes,no,cellular,sep,thu,340,14,999,6,nonexistent,1.1,92.486,-26.5,2.608,5099,no
73,admin.,married,basic.4y,no,unknown,unknown,cellular,feb,wed,603,15,999,6,nonexistent,1.4,94.884,-45.3,3.4,4963,no
40,student,divorced,basic.4y,unknown,unknown,no,cellular,dec,wed,543,18,999,3,nonexistent,1.1,94.198,-34.6,1.914,5228,no
42,unknown,married,university.degree,unknown,unknown,no,cellular,aug,wed,174,28,999,2,nonexistent,1.1,92.14,-35.4,4.177,5191,no
38,admin.,married,basic.4y,unknown,yes,no,telephone,feb,wed,233,15,999,1,nonexistent,-0.1,92.92,-41.8,3.275,4963,no
78,technician,married,basic.4y,no,unknown,no,cellular,jul,wed,279,19,999,2,nonexistent,-1.8,92.151,-38.4,2.299,5099,no
80,technician,single,university.degree,no,yes,no,cellular,aug,fri,427,9,999,3,nonexistent,-0.1,92.688,-44.4,3.001,4963,no
69,admin.,single,basic.4y,no,no,no,telephone,jan,fri,177,21,999,3,failure,1.4,92.86,-33.7,3.666,4963,yes
42,unknown,married,high.school,no,yes,no,cellular,aug,thu,29,21,999,2,nonexistent,1.1,94.154,-40.0,1.563,5099,no
72,unemployed,divorced,university.degree,no,yes,no,cellular,mar,tue,121,16,999,5,nonexistent,-0.1,94.156,-49.4,2.122,5191,no
63,services,married,unknown,unknown,unknown,no,cellular,jan,thu,318,23,4,2,nonexistent,1.4,92.136,-27.2,1.725,5191,no
49,technician,single,basic.4y,unknown,yes,no,cellular,jul,wed,244,17,7,0,nonexistent,-1.8,93.764,-38.0,4.826,5176,no
72,unemployed,single,unknown,unknown,no,no,cellular,oct,tue,350,10,999,3,nonexistent,-0.1,94.883,-33.1,0.818,5191,no
22,unemployed,married,basic.4y,unknown,unknown,no,telephone,mar,thu,173,5,20,2,nonexistent,1.1,93.885,-45.3,0.877,5176,no
53,retired,married,high.school,unknown,yes,yes,cellular,aug,tue,47,9,999,1,nonexistent,-0.1,94.882,-46.9,2.185,5228,no
66,student,divorced,university.degree,no,yes,no,cellular,sep,fri,30,14,24,1,nonexistent,-0.1,93.142,-28.3,2.981,5099,no
75,management,divorced,unknown,unknown,unknown,no,cellular,feb,wed,164,22,999,0,failure,1.1,93.379,-35.8,2.067,5176,no
56,technician,divorced,university.degree,no,unknown,no,cellular,jan,tue,57,28,999,6,nonexistent,1.4,93.486,-38.2,4.375,5099,no
78,admin.,divorced,unknown,no,yes,no,cellular,aug,mon,1008,24,999,0,nonexistent,1.1,94.772,-37.5,1.37,4963,yes
26,services,married,basic.4y,no,yes,no,telephone,oct,wed,55,10,999,2,nonexistent,-1.8,93.141,-44.3,2.223,5099,no
23,management,single,high.school,no,unknown,unknown,cellular,jun,fri,209,24,999,1,nonexistent,-0.1,94.95,-28.1,2.762,5099,no
52,student,married,unknown,no,unknown,yes,telephone,oct,fri,0,1,6,5,nonexistent,1.4,93.629,-44.9,1.513,5099,no
56,unemployed,divorced,unknown,no,no,no,cellular,jan,thu,73,24,999,3,failure,-1.8,92.654,-46.2,1.898,4963,no
39,student,married,high.school,no,no,no,cellular,mar,mon,74,22,999,4,nonexistent,1.1,92.311,-27.7,4.77,5191,yes
58,unknown,married,high.school,unknown,no,unknown,cellular,sep,tue,334,20,8,1,nonexistent,1.4,92.519,-43.8,2.903,5176,no
22,technician,married,high.school,unknown,unknown,no,cellular,sep,thu,171,3,999,3,nonexistent,1.4,92.118,-29.3,4.43,5228,yes
59,student,married,high.school,no,unknown,no,telephone,jun,fri,3,16,999,1,nonexistent,1.1,94.077,-31.5,1.807,5099,no
84,student,married,high.school,no,unknown,yes,telephone,mar,tue,119,5,999,2,nonexistent,1.4,93.551,-40.8,3.306,5099,no
47,services,single,university.degree,no,yes,no,cellular,aug,fri,258,13,999,4,nonexistent,-1.8,94.214,-43.9,3.965,5176,no
74,unknown,single,basic.4y,no,unknown,no,telephone,jun,fri,253,5,16,4,nonexistent,1.4,94.347,-31.8,2.472,5176,no
46,unknown,married,basic.4y,no,yes,no,telephone,jan,mon,13,23,999,2,nonexistent,-1.8,94.794,-35.7,3.36,4963,yes
54,unemployed,single,unknown,unknown,unknown,no,telephone,jun,wed,660,25,999,2,nonexistent,1.4,92.351,-43.9,4.402,5176,no
30,services,single,high.school,no,unknown,unknown,cellular,may,tue,70,11,999,0,nonexistent,-0.1,92.558,-28.6,1.245,4963,no
49,services,married,university.degree,no,yes,no,cellular,aug,mon,555,17,19,3,nonexistent,1.4,93.645,-32.7,2.18,5191,no
63,admin.,married,university.degree,no,unknown,no,cellular,feb,fri,60,25,999,5,failure,-1.8,92.389,-28.2,4.23,4963,no
40,student,single,unknown,no,unknown,no,cellular,dec,fri,209,3,999,3,failure,-0.1,92.278,-39.5,1.639,5099,yes
62,student,single,high.school,no,unknown,no,telephone,jul,mon,130,22,999,0,nonexistent,1.1,93.999,-46.9,3.06,5228,yes
34,unknown,married,basic.4y,no,no,yes,telephone,jun,tue,217,6,19,3,nonexistent,1.1,94.174,-27.8,2.544,5099,no
83,student,single,high.school,unknown,unknown,no,cellular,jan,fri,172,16,999,6,nonexistent,1.4,94.53,-35.6,3.536,4963,yes
23,retired,married,university.degree,no,yes,no,telephone,dec,tue,0,20,999,4,nonexistent,-0.1,94.747,-35.5,3.549,5099,yes
35,services,married,high.school,no,yes,no,telephone,aug,mon,108,2,999,1,nonexistent,1.4,93.327,-36.0,3.158,5191,no
39,management,married,basic.4y,no,yes,no,telephone,jun,fri,2,5,999,4,nonexistent,1.4,94.94,-38.7,4.767,5191,no
50,unknown,married,basic.4y,no,unknown,no,telephone,mar,thu,287,19,999,0,nonexistent,-0.1,92.114,-43.9,1.396,5228,no
47,technician,single,unknown,no,yes,no,telephone,may,thu,480,20,999,3,nonexistent,1.1,94.61,-35.3,4.279,5228,yes
49,unknown,divorced,university.degree,no,no,no,cellular,jul,fri,121,22,999,3,nonexistent,-0.1,92.964,-32.8,2.769,5191,no
59,unemployed,married,high.school,no,yes,yes,telephone,sep,wed,186,11,999,1,nonexistent,-1.8,94.765,-28.0,3.522,5191,no
27,management,married,high.school,no,unknown,unknown,cellular,apr,fri,17,23,999,5,nonexistent,-0.1,92.668,-48.3,1.826,5099,no
53,unemployed,single,unknown,no,no,no,cellular,dec,fri,121,18,999,1,nonexistent,1.1,94.223,-43.9,1.043,5191,no
51,admin.,single,unknown,no,yes,no,cellular,feb,fri,37,27,999,1,nonexistent,-0.1,93.276,-31.4,4.029,4963,yes
45,admin.,single,unknown,no,no,no,telephone,mar,mon,16,3,999,6,nonexistent,-1.8,93.144,-31.4,1.73,5099,no
28,unemployed,single,university.degree,no,yes,no,cellular,jul,fri,47,12,999,4,nonexistent,-0.1,92.178,-44.9,2.336,5176,no
56,student,married,high.school,no,unknown,yes,telephone,aug,fri,511,23,999,0,nonexistent,1.4,94.118,-45.6,0.838,5228,no
64,management,single,unknown,no,no,no,cellular,may,mon,1007,13,999,0,nonexistent,-0.1,92.526,-41.2,3.471,5228,no
36,student,married,university.degree,no,yes,no,cellular,mar,fri,528,21,999,0,failure,-0.1,93.389,-48.5,3.634,5228,no
32,unknown,married,high.school,no,yes,no,cellular,jan,thu,873,20,6,4,nonexistent,1.1,92.424,-32.5,4.57,5099,no
45,retired,married,basic.4y,no,no,unknown,cellular,oct,thu,328,20,999,2,failure,1.4,93.813,-33.9,4.524,5191,yes
41,admin.,married,unknown,no,no,yes,cellular,jan,fri,43,9,999,3,nonexistent,1.4,92.693,-29.4,3.711,4963,no
26,admin.,divorced,university.degree,no,no,no,cellular,nov,mon,207,9,16,6,nonexistent,1.4,93.783,-39.7,2.038,5176,no
64,management,single,high.school,unknown,no,no,cellular,feb,fri,328,26,999,4,failure,-0.1,94.84,-34.7,2.267,5228,no
50,admin.,married,high.school,no,yes,no,telephone,may,fri,180,7,999,0,failure,-1.8,94.763,-27.1,2.298,5099,no
79,retired,married,unknown,unknown,yes,no,cellular,mar,tue,202,1,999,4,failure,1.1,92.601,-27.0,1.196,4963,no
36,retired,married,unknown,unknown,yes,no,cellular,jul,wed,220,1,16,6,failure,-0.1,92.298,-48.3,4.77,5191,no
84,retired,married,high.school,unknown,unknown,no,cellular,feb,mon,157,19,999,4,nonexistent,1.1,92.128,-50.0,4.205,5176,no
57,technician,single,university.degree,no,no,no,cellular,feb,wed,85,3,999,5,nonexistent,-0.1,94.486,-27.0,1.265,5228,no
64,retired,divorced,basic.4y,no,yes,no,telephone,mar,tue,253,7,999,2,nonexistent,1.4,92.748,-37.2,4.766,5191,no
82,retired,divorced,high.school,no,no,yes,telephone,dec,wed,13,12,999,5,failure,1.1,92.852,-33.2,4.315,5099,no
46,technician,single,university.degree,no,no,no,cellular,jan,fri,46,16,999,1,nonexistent,1.4,92.679,-28.1,4.645,5228,no
67,student,single,unknown,no,yes,no,cellular,feb,thu,648,13,999,5,nonexistent,-0.1,94.52,-39.6,1.878,5099,no
30,unknown,married,high.school,unknown,no,no,telephone,may,mon,167,18,13,6,nonexistent,-1.8,94.937,-39.4,2.096,5191,no
18,services,married,unknown,no,no,yes,cellular,mar,mon,431,24,999,5,nonexistent,1.1,94.266,-46.0,2.684,5176,no
51,admin.,married,basic.4y,no,no,unknown,cellular,nov,fri,324,17,999,0,failure,1.4,94.471,-28.3,1.61,5228,no
65,retired,married,unknown,no,no,no,cellular,oct,wed,96,27,999,4,nonexistent,-0.1,93.862,-34.5,2.664,5228,no
65,admin.,single,basic.4y,no,no,no,telephone,jun,mon,406,29,999,1,nonexistent,1.4,93.586,-45.7,0.67,4963,no
66,management,married,unknown,no,yes,no,telephone,feb,tue,23,24,999,6,success,-0.1,94.165,-36.6,4.465,5228,no
81,admin.,married,unknown,no,yes,no,cellular,aug,tue,519,9,999,3,nonexistent,1.4,92.107,-42.1,1.339,4963,no
78,unemployed,married,basic.4y,no,no,no,cellular,apr,wed,285,14,17,3,nonexistent,1.4,92.184,-46.5,2.819,5191,no
46,student,divorced,unknown,no,no,no,cellular,mar,tue,654,5,999,3,nonexistent,-0.1,94.062,-45.6,4.689,5191,no
56,unknown,married,university.degree,unknown,no,no,cellular,may,thu,564,11,13,4,nonexistent,1.4,93.005,-36.6,4.218,5176,no
43,technician,single,unknown,unknown,unknown,yes,cellular,aug,fri,119,20,999,6,nonexistent,1.1,93.467,-36.5,4.022,5191,no
34,admin.,single,high.school,no,no,no,cellular,sep,mon,485,6,999,4,nonexistent,1.1,94.346,-31.0,3.276,5176,no
30,admin.,married,unknown,unknown,unknown,unknown,cellular,jan,fri,206,6,22,2,nonexistent,-0.1,93.731,-44.0,2.537,5099,no
86,admin.,married,university.degree,no,unknown,no,telephone,apr,wed,42,24,999,0,nonexistent,-0.1,94.416,-28.0,2.579,4963,yes
43,services,single,high.school,no,unknown,no,cellular,jun,fri,442,8,999,1,nonexistent,1.4,93.257,-37.6,1.01,5099,no
66,services,married,university.degree,no,yes,no,telephone,jun,mon,596,1,999,5,nonexistent,-0.1,92.862,-45.1,0.913,5176,no
84,management,divorced,high.school,no,unknown,no,cellular,sep,mon,22,9,999,3,nonexistent,1.4,92.705,-40.1,4.316,5228,no
24,technician,married,unknown,no,no,no,telephone,jan,wed,666,10,999,1,nonexistent,1.1,92.395,-27.8,2.416,4963,yes
75,admin.,married,university.degree,no,no,no,telephone,may,mon,229,17,999,2,success,-1.8,92.11,-38.5,0.866,5099,yes
66,admin.,single,unknown,no,yes,no,cellular,oct,tue,6,3,999,3,nonexistent,-1.8,92.159,-29.0,3.528,5099,no
70,admin.,single,high.school,no,yes,no,cellular,jan,fri,195,23,999,1,nonexistent,-0.1,92.813,-46.2,3.616,5099,no
82,admin.,divorced,university.degree,no,no,no,telephone,jun,thu,398,21,999,6,nonexistent,1.1,92.835,-28.1,1.624,5191,no
79,services,single,basic.4y,no,yes,no,telephone,sep,thu,190,22,999,0,nonexistent,-0.1,93.145,-39.7,2.425,5228,no
34,student,divorced,university.degree,no,yes,no,telephone,apr,thu,307,13,999,0,failure,-0.1,93.775,-27.5,3.136,5099,no
60,student,single,unknown,unknown,unknown,no,telephone,oct,wed,529,8,6,2,nonexistent,1.1,94.278,-29.2,3.236,5099,yes
42,management,single,basic.4y,no,unknown,no,cellular,oct,thu,509,20,999,1,nonexistent,-1.8,92.593,-34.2,2.864,5099,no
20,unemployed,married,basic.4y,no,yes,no,cellular,sep,fri,49,14,999,2,nonexistent,1.4,94.278,-33.9,2.222,5228,no
46,retired,married,high.school,no,no,no,cellular,mar,mon,139,20,999,2,nonexistent,1.1,92.417,-44.9,0.931,5099,no
49,technician,divorced,basic.4y,no,unknown,no,telephone,nov,tue,29,8,999,2,nonexistent,-0.1,94.966,-35.5,0.727,4963,yes
43,student,married,basic.4y,no,no,no,telephone,jul,thu,226,19,17,4,nonexistent,-1.8,92.855,-36.8,2.638,5191,no
33,unemployed,married,high.school,no,yes,no,cellular,may,thu,773,13,999,0,nonexistent,1.1,94.512,-42.0,1.517,5191,yes
42,unknown,married,university.degree,no,no,unknown,cellular,oct,thu,50,6,999,4,success,1.4,92.571,-37.9,4.731,5099,no
71,unknown,married,unknown,no,no,no,cellular,jan,tue,129,4,999,5,nonexistent,1.4,94.852,-27.7,3.429,5228,no
45,admin.,married,university.degree,no,no,no,cellular,jul,fri,769,6,999,4,nonexistent,-1.8,94.48,-49.9,3.189,5228,no
73,unknown,married,basic.4y,no,no,no,telephone,aug,thu,346,20,999,0,nonexistent,1.4,93.078,-40.0,2.407,5176,no
82,student,single,unknown,unknown,yes,no,cellular,jun,mon,18,2,999,2,nonexistent,1.1,93.264,-42.0,2.07,5176,no
58,management,married,university.degree,yes,yes,no,cellular,jan,wed,139,10,999,1,nonexistent,1.1,92.012,-26.9,1.416,4963,no
68,retired,married,unknown,no,unknown,no,cellular,sep,tue,1103,11,999,2,nonexistent,-1.8,92.754,-26.6,0.893,4963,no
46,student,married,basic.4y,no,unknown,no,cellular,jul,fri,150,11,999,6,nonexistent,-1.8,92.868,-35.9,3.403,5228,no
36,management,married,university.degree,unknown,unknown,no,cellular,jun,mon,248,3,10,2,nonexistent,1.4,93.358,-36.8,4.035,4963,no
83,unknown,married,unknown,no,unknown,yes,cellular,apr,tue,301,11,999,6,nonexistent,-0.1,92.417,-28.3,4.378,5176,yes
58,services,single,unknown,no,no,yes,cellular,mar,tue,272,8,2,4,failure,-0.1,93.436,-49.8,3.795,5228,no
62,retired,married,university.degree,no,unknown,no,cellular,apr,wed,182,29,7,1,nonexistent,-1.8,94.005,-36.5,4.55,5176,no
32,management,divorced,university.degree,no,unknown,no,telephone,jan,wed,35,17,999,0,nonexistent,-0.1,93.114,-49.4,4.925,5099,no
20,unemployed,married,basic.4y,unknown,no,no,cellular,sep,fri,308,27,999,3,nonexistent,-0.1,92.697,-26.8,4.832,5099,no
28,student,married,high.school,no,yes,no,telephone,feb,thu,676,26,999,6,nonexistent,1.1,93.643,-42.3,3.218,4963,no
70,services,married,unknown,no,unknown,yes,telephone,feb,wed,710,22,999,0,failure,-0.1,92.087,-37.5,1.61,5176,no
63,unemployed,married,university.degree,unknown,yes,no,telephone,mar,fri,224,25,999,1,failure,1.1,93.023,-40.0,1.095,5228,no
47,management,single,university.degree,unknown,unknown,no,cellular,jan,tue,169,1,999,0,nonexistent,-0.1,93.583,-28.6,4.973,5228,no
74,management,single,university.degree,no,yes,no,cellular,oct,thu,101,16,999,4,failure,-1.8,93.008,-26.0,1.978,4963,no
35,unknown,single,unknown,no,unknown,no,cellular,mar,mon,27,29,999,1,nonexistent,1.1,93.036,-48.4,0.778,5176,yes
68,unemployed,married,basic.4y,no,yes,no,cellular,apr,tue,536,20,999,3,nonexistent,-0.1,94.545,-32.4,2.339,4963,no
65,student,married,high.school,no,yes,no,telephone,sep,fri,36,7,8,6,nonexistent,1.4,94.802,-41.2,3.899,5228,no
83,retired,married,unknown,unknown,unknown,no,telephone,may,mon,84,22,6,6,nonexistent,1.4,94.482,-46.7,4.523,5099,no
25,services,divorced,basic.4y,no,yes,yes,cellular,nov,tue,337,22,999,3,failure,1.4,92.297,-40.3,2.717,5176,no
39,unknown,married,unknown,no,unknown,unknown,cellular,jun,wed,304,25,999,6,nonexistent,-1.8,92.869,-26.0,1.915,4963,no
23,admin.,single,unknown,no,unknown,no,cellular,jan,fri,285,8,999,1,nonexistent,1.1,94.134,-41.4,4.032,5099,no
74,technician,married,university.degree,no,no,no,telephone,mar,mon,338,13,999,0,nonexistent,-0.1,94.923,-43.3,2.831,5191,no
53,retired,married,basic.4y,no,unknown,unknown,telephone,jul,wed,195,29,999,3,nonexistent,-1.8,92.727,-29.7,1.006,5176,no
74,unknown,married,university.degree,no,unknown,no,telephone,jul,mon,42,5,7,6,nonexistent,1.4,94.695,-29.2,4.509,5228,no
66,services,married,university.degree,no,unknown,no,cellular,oct,thu,1602,27,11,5,nonexistent,1.1,94.217,-41.9,3.496,5228,no
62,unemployed,single,basic.4y,no,unknown,no,cellular,dec,thu,556,28,999,1,nonexistent,-0.1,94.95,-42.8,0.791,5191,yes
83,management,married,university.degree,unknown,no,no,cellular,dec,fri,141,27,999,1,nonexistent,-0.1,92.281,-34.5,0.67,5176,no
62,unemployed,single,university.degree,no,no,no,cellular,jan,mon,188,18,999,6,nonexistent,1.1,93.184,-45.1,1.013,4963,no
